series id,id,title,frequency
ITNETUSERP2SWE,ITNETUSERP2SWE,Internet users for Sweden,Annual
ITNETUSERP2ALB,ITNETUSERP2ALB,Internet users for Albania,Annual
ITNETUSERP2HRV,ITNETUSERP2HRV,Internet users for Croatia,Annual
ITNETUSERP2ARM,ITNETUSERP2ARM,Internet users for Armenia,Annual
ITNETUSERP2KIR,ITNETUSERP2KIR,Internet users for Kiribati,Annual
ITNETUSERP2TGO,ITNETUSERP2TGO,Internet users for Togo,Annual
ITNETUSERP2TUV,ITNETUSERP2TUV,Internet users for Tuvalu,Annual
ITNETUSERP2TCD,ITNETUSERP2TCD,Internet users for Chad,Annual
ITNETUSERP2PRK,ITNETUSERP2PRK,Internet users for the Democratic People's Republic of Korea,Annual
ITNETUSERP2MHL,ITNETUSERP2MHL,Internet users for the Marshall Islands,Annual
ITNETUSERP2IDN,ITNETUSERP2IDN,Internet users for Indonesia,Annual
ITNETUSERP2NIC,ITNETUSERP2NIC,Internet users for Nicaragua,Annual
ITNETUSERP2CUB,ITNETUSERP2CUB,Internet users for Cuba,Annual
ITNETUSERP2LUX,ITNETUSERP2LUX,Internet users for Luxembourg,Annual
ITNETUSERP2BHS,ITNETUSERP2BHS,Internet users for the Bahamas,Annual
ITNETUSERP2UZB,ITNETUSERP2UZB,Internet users for Uzbekistan,Annual
ITNETUSERP2AUT,ITNETUSERP2AUT,Internet users for Austria,Annual
ITNETUSERP2GRL,ITNETUSERP2GRL,Internet users for Greenland,Annual
ITNETUSERP2IRL,ITNETUSERP2IRL,Internet users for Ireland,Annual
ITNETUSERP2MDG,ITNETUSERP2MDG,Internet users for Madagascar,Annual
ITNETUSERP2DOM,ITNETUSERP2DOM,Internet users for the Dominican Republic,Annual
ITNETUSERP2BGR,ITNETUSERP2BGR,Internet users for Bulgaria,Annual
ITNETUSERP2AGO,ITNETUSERP2AGO,Internet users for Angola,Annual
ITNETUSERP2GRD,ITNETUSERP2GRD,Internet users for Grenada,Annual
ITNETUSERP2SDN,ITNETUSERP2SDN,Internet users for the Sudan,Annual
ITNETUSERP2MRT,ITNETUSERP2MRT,Internet users for Mauritania,Annual
ITNETUSERP2SAU,ITNETUSERP2SAU,Internet users for Saudi Arabia,Annual
ITNETUSERP2CPV,ITNETUSERP2CPV,Internet users for Cape Verde,Annual
ITNETUSERP2SEN,ITNETUSERP2SEN,Internet users for Senegal,Annual
ITNETUSERP2MAR,ITNETUSERP2MAR,Internet users for Morocco,Annual
ITNETUSERP2GUM,ITNETUSERP2GUM,Internet users for Guam,Annual
ITNETUSERP2BEL,ITNETUSERP2BEL,Internet users for Belgium,Annual
ITNETUSERP2MKD,ITNETUSERP2MKD,Internet users for the former Yugoslav Republic of Macedonia,Annual
ITNETUSERP2CMR,ITNETUSERP2CMR,Internet users for Cameroon,Annual
ITNETUSERP2PRI,ITNETUSERP2PRI,Internet users for Puerto Rico,Annual
ITNETUSERP2POL,ITNETUSERP2POL,Internet users for Poland,Annual
ITNETUSERP2LTU,ITNETUSERP2LTU,Internet users for Lithuania,Annual
ITNETUSERP2VUT,ITNETUSERP2VUT,Internet users for Vanuatu,Annual
ITNETUSERP2TLS,ITNETUSERP2TLS,Internet users for the Democratic Republic of Timor-Leste,Annual
ITNETUSERP2MCO,ITNETUSERP2MCO,Internet users for Monaco,Annual
ITNETUSERP2LCA,ITNETUSERP2LCA,Internet users for St. Lucia,Annual
ITNETUSERP2HUN,ITNETUSERP2HUN,Internet users for Hungary,Annual
ITNETUSERP2HND,ITNETUSERP2HND,Internet users for Honduras,Annual
ITNETUSERP2TON,ITNETUSERP2TON,Internet users for Tonga,Annual
ITNETUSERP2BFA,ITNETUSERP2BFA,Internet users for Burkina Faso,Annual
ITNETUSERP2TCA,ITNETUSERP2TCA,Internet users for Turks and Caicos Islands,Annual
ITNETUSERP2JAM,ITNETUSERP2JAM,Internet users for Jamaica,Annual
ITNETUSERP2SVK,ITNETUSERP2SVK,Internet users for the Slovak Republic,Annual
ITNETUSERP2ZWE,ITNETUSERP2ZWE,Internet users for Zimbabwe,Annual
ITNETUSERP2MUS,ITNETUSERP2MUS,Internet users for Mauritius,Annual
ITNETUSERP2ECU,ITNETUSERP2ECU,Internet users for Ecuador,Annual
ITNETUSERP2COL,ITNETUSERP2COL,Internet users for Colombia,Annual
ITNETUSERP2STP,ITNETUSERP2STP,Internet users for Sao Tome and Principe,Annual
ITNETUSERP2UKR,ITNETUSERP2UKR,Internet users for Ukraine,Annual
ITNETUSERP2DMA,ITNETUSERP2DMA,Internet users for Dominica,Annual
ITNETUSERP2LBR,ITNETUSERP2LBR,Internet users for Liberia,Annual
ITNETUSERP2MNP,ITNETUSERP2MNP,Internet users for the Commonwealth of the Northern Mariana Islands,Annual
ITNETUSERP2CZE,ITNETUSERP2CZE,Internet users for the Czech Republic,Annual
ITNETUSERP2EST,ITNETUSERP2EST,Internet users for Estonia,Annual
ITNETUSERP2AND,ITNETUSERP2AND,Internet users for Andorra,Annual
ITNETUSERP2DNK,ITNETUSERP2DNK,Internet users for Denmark,Annual
ITNETUSERP2SLB,ITNETUSERP2SLB,Internet users for the Solomon Islands,Annual
ITNETUSERP2ISR,ITNETUSERP2ISR,Internet users for Israel,Annual
ITNETUSERP2ROU,ITNETUSERP2ROU,Internet users for Romania,Annual
ITNETUSERP2CRI,ITNETUSERP2CRI,Internet users for Costa Rica,Annual
ITNETUSERP2TKM,ITNETUSERP2TKM,Internet users for Turkmenistan,Annual
ITNETUSERP2URY,ITNETUSERP2URY,Internet users for Uruguay,Annual
ITNETUSERP2VNM,ITNETUSERP2VNM,Internet users for Viet Nam,Annual
ITNETUSERP2BLZ,ITNETUSERP2BLZ,Internet users for Belize,Annual
ITNETUSERP2GRC,ITNETUSERP2GRC,Internet users for Greece,Annual
ITNETUSERP2PAN,ITNETUSERP2PAN,Internet users for Panama,Annual
ITNETUSERP2BDI,ITNETUSERP2BDI,Internet users for Burundi,Annual
ITNETUSERP2CYP,ITNETUSERP2CYP,Internet users for Cyprus,Annual
ITNETUSERP2NAM,ITNETUSERP2NAM,Internet users for Namibia,Annual
ITNETUSERP2MLT,ITNETUSERP2MLT,Internet users for Malta,Annual
ITNETUSERP2ATG,ITNETUSERP2ATG,Internet users for Antigua and Barbuda,Annual
ITNETUSERP2KNA,ITNETUSERP2KNA,Internet users for St. Kitts and Nevis,Annual
ITNETUSERP2VEN,ITNETUSERP2VEN,Internet users for the Bolivarian Republic of Venezuela,Annual
ITNETUSERP2ABW,ITNETUSERP2ABW,Internet users for Aruba,Annual
ITNETUSERP2MAC,ITNETUSERP2MAC,Internet users for Macao,Annual
ITNETUSERP2UGA,ITNETUSERP2UGA,Internet users for Uganda,Annual
ITNETUSERP2MOZ,ITNETUSERP2MOZ,Internet users for Mozambique,Annual
ITNETUSERP2BEN,ITNETUSERP2BEN,Internet users for Benin,Annual
ITNETUSERP2GAB,ITNETUSERP2GAB,Internet users for Gabon,Annual
ITNETUSERP2JOR,ITNETUSERP2JOR,Internet users for Jordan,Annual
ITNETUSERP2BOL,ITNETUSERP2BOL,Internet users for the Plurinational State of Bolivia,Annual
SPPOP65UPTOZSCHN,SPPOP65UPTOZSCHN,Population ages 65 and above for China,Annual
SIPOVGINICZE,SIPOVGINICZE,GINI Index for the Czech Republic,Annual
SIPOVGINIARM,SIPOVGINIARM,GINI Index for Armenia,Annual
SIPOVGINITGO,SIPOVGINITGO,GINI Index for Togo,Annual
SIPOVGINISDN,SIPOVGINISDN,GINI Index for the Sudan,Annual
SIPOVGINIMDA,SIPOVGINIMDA,GINI Index for the Republic of Moldova,Annual
SIPOVGINIPAN,SIPOVGINIPAN,GINI Index for Panama,Annual
SIPOVGINIGEO,SIPOVGINIGEO,GINI Index for Georgia,Annual
SIPOVGINIUZB,SIPOVGINIUZB,GINI Index for Uzbekistan,Annual
SIPOVGINIHRV,SIPOVGINIHRV,GINI Index for Croatia,Annual
SIPOVGININPL,SIPOVGININPL,GINI Index for Nepal,Annual
SIPOVGINIYEM,SIPOVGINIYEM,GINI Index for the Republic of Yemen,Annual
SIPOVGINIBOL,SIPOVGINIBOL,GINI Index for the Plurinational State of Bolivia,Annual
SIPOVGINITCD,SIPOVGINITCD,GINI Index for Chad,Annual
SIPOVGINIAZE,SIPOVGINIAZE,GINI Index for Azerbaijan,Annual
SIPOVGINISVK,SIPOVGINISVK,GINI Index for the Slovak Republic,Annual
SIPOVGININER,SIPOVGININER,GINI Index for Niger,Annual
SIPOVGINILCA,SIPOVGINILCA,GINI Index for St. Lucia,Annual
SIPOVGINIMDV,SIPOVGINIMDV,GINI Index for Maldives,Annual
SIPOVGINILVA,SIPOVGINILVA,GINI Index for Latvia,Annual
SIPOVGINIBLR,SIPOVGINIBLR,GINI Index for Belarus,Annual
SIPOVGINITKM,SIPOVGINITKM,GINI Index for Turkmenistan,Annual
SPDYNIMRTINPSE,SPDYNIMRTINPSE,Infant Mortality Rate for the Occupied Palestinian Territory,Annual
SPDYNIMRTINSLE,SPDYNIMRTINSLE,Infant Mortality Rate for Sierra Leone,Annual
SPDYNIMRTINCHN,SPDYNIMRTINCHN,Infant Mortality Rate for China,Annual
SPDYNIMRTINMEX,SPDYNIMRTINMEX,Infant Mortality Rate for Mexico,Annual
SPDYNIMRTINSGP,SPDYNIMRTINSGP,Infant Mortality Rate for Singapore,Annual
SPDYNIMRTINJPN,SPDYNIMRTINJPN,Infant Mortality Rate for Japan,Annual
SPDYNIMRTINARG,SPDYNIMRTINARG,Infant Mortality Rate for Argentina,Annual
SPDYNIMRTINBRA,SPDYNIMRTINBRA,Infant Mortality Rate for Brazil,Annual
SIPOVGINIPSE,SIPOVGINIPSE,GINI Index for the Occupied Palestinian Territory,Annual
MKTGDP1WA646NWDB,MKTGDP1WA646NWDB,Gross Domestic Product for World (DISCONTINUED),Annual
SMPOPREFGIND,SMPOPREFGIND,Refugee Population by Country or Territory of Asylum for India,Annual
NYGDPPCAPKDSAU,NYGDPPCAPKDSAU,Constant GDP per capita for Saudi Arabia,Annual
NYGDPPCAPKDCHE,NYGDPPCAPKDCHE,Constant GDP per capita for Switzerland,Annual
SEADTLITRZSRUS,SEADTLITRZSRUS,"Literacy Rate, Adult Total for the Russian Federation",Annual
SEADTLITRZSZAF,SEADTLITRZSZAF,"Literacy Rate, Adult Total for South Africa",Annual
POPTOTPS52647NWDB,POPTOTPS52647NWDB,"Population, Total for the Occupied Palestinian Territory",5 Year
ECBESTRTOTVOL,ECBESTRTOTVOL,Euro Short-Term Rate: Total Volume,Daily
SMPOPREFGCHE,SMPOPREFGCHE,Refugee Population by Country or Territory of Asylum for Switzerland,Annual
SMPOPREFGNGA,SMPOPREFGNGA,Refugee Population by Country or Territory of Asylum for Nigeria,Annual
SMPOPREFGSUR,SMPOPREFGSUR,Refugee Population by Country or Territory of Asylum for Suriname,Annual
SMPOPNETMTHA,SMPOPNETMTHA,Net migration for Thailand,5 Year
SMPOPNETMPHL,SMPOPNETMPHL,Net migration for the Philippines,5 Year
SMPOPNETMDEU,SMPOPNETMDEU,Net migration for Germany,5 Year
SMPOPNETMHKG,SMPOPNETMHKG,"Net migration for Hong Kong SAR, China",5 Year
SMPOPNETMGBR,SMPOPNETMGBR,Net migration for the United Kingdom,5 Year
DDSI03USA156NWDB,DDSI03USA156NWDB,Bank Capital to Total Assets for United States,Annual
SLEMPTOTLSPZSLBR,SLEMPTOTLSPZSLBR,Employment to Population Ratio for Liberia,Annual
FPCPITOTLZGFIN,FPCPITOTLZGFIN,"Inflation, consumer prices for Finland",Annual
FPCPITOTLZGBEL,FPCPITOTLZGBEL,"Inflation, consumer prices for Belgium",Annual
SPDYNCBRTINIRL,SPDYNCBRTINIRL,Crude Birth Rate for Ireland,Annual
SPPOPGROWCAN,SPPOPGROWCAN,Population Growth for Canada,Annual
MKTGDPAFA646NWDB,MKTGDPAFA646NWDB,Gross Domestic Product for Afghanistan,Annual
FPCPITOTLZGLKA,FPCPITOTLZGLKA,"Inflation, consumer prices for Sri Lanka",Annual
FPCPITOTLZGISL,FPCPITOTLZGISL,"Inflation, consumer prices for Iceland",Annual
POPTOTRUA647NWDB,POPTOTRUA647NWDB,"Population, Total for Russian Federation",Annual
MKTGDPBDA646NWDB,MKTGDPBDA646NWDB,Gross Domestic Product for Bangladesh,Annual
PCAGDPBRA646NWDB,PCAGDPBRA646NWDB,Gross Domestic Product Per Capita for Brazil,Annual
SPDYNCBRTINKOR,SPDYNCBRTINKOR,Crude Birth Rate for the Republic of Korea,Annual
FPCPITOTLZGIRL,FPCPITOTLZGIRL,"Inflation, consumer prices for Ireland",Annual
SPDYNCBRTINMEX,SPDYNCBRTINMEX,Crude Birth Rate for Mexico,Annual
SLEMPTOTLSPZSJPN,SLEMPTOTLSPZSJPN,Employment to Population Ratio for Japan,Annual
PCAGDPAUA646NWDB,PCAGDPAUA646NWDB,Gross Domestic Product Per Capita for Australia,Annual
SLUEM1524ZSSAU,SLUEM1524ZSSAU,Youth Unemployment Rate for Saudi Arabia,Annual
POPTOTBRA647NWDB,POPTOTBRA647NWDB,"Population, Total for Brazil",Annual
SLEMPTOTLSPZSETH,SLEMPTOTLSPZSETH,Employment to Population Ratio for Ethiopia,Annual
POPTOTMX52647NWDB,POPTOTMX52647NWDB,"Population, Total for Mexico",5 Year
MKTGDPCLA646NWDB,MKTGDPCLA646NWDB,Gross Domestic Product for Chile,Annual
POPTOTFRA647NWDB,POPTOTFRA647NWDB,"Population, Total for France",Annual
SEADTLITRZSARB,SEADTLITRZSARB,"Literacy Rate, Adult Total for the Arab World",Annual
POPTOTTR52647NWDB,POPTOTTR52647NWDB,"Population, Total for Turkey",5 Year
POPTOTUA52647NWDB,POPTOTUA52647NWDB,"Population, Total for Ukraine",5 Year
SPDYNTFRTINROU,SPDYNTFRTINROU,"Fertility Rate, Total for Romania",Annual
SPDYNTFRTINDEU,SPDYNTFRTINDEU,"Fertility Rate, Total for Germany",Annual
SPDYNTFRTINUKR,SPDYNTFRTINUKR,"Fertility Rate, Total for Ukraine",Annual
SPDYNTFRTINITA,SPDYNTFRTINITA,"Fertility Rate, Total for Italy",Annual
SPDYNTFRTINSWE,SPDYNTFRTINSWE,"Fertility Rate, Total for Sweden",Annual
SPDYNTFRTINCOD,SPDYNTFRTINCOD,"Fertility Rate, Total for the Democratic Republic of the Congo",Annual
SPDYNTFRTINHUN,SPDYNTFRTINHUN,"Fertility Rate, Total for Hungary",Annual
SPDYNTFRTINPOL,SPDYNTFRTINPOL,"Fertility Rate, Total for Poland",Annual
SPDYNTFRTINFRA,SPDYNTFRTINFRA,"Fertility Rate, Total for France",Annual
SPDYNTFRTINGRC,SPDYNTFRTINGRC,"Fertility Rate, Total for Greece",Annual
